@relation 'adult.test_income_AM3-weka.filters.unsupervised.attribute.MergeManyValues-Clast-L<50k-R1-weka.filters.unsupervised.attribute.MergeManyValues-Clast-L>50k-R1-weka.filters.unsupervised.attribute.Remove-R3-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Reorder-Rlast,first-13-weka.filters.unsupervised.attribute.Remove-R10'

@attribute Sex {0,1}
@attribute Capital-gain numeric
@attribute Capital-loss numeric
@attribute Hours-per-week numeric
@attribute Native-country {0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40}
@attribute Income {0,1}
@attribute Age numeric
@attribute Workclass {0,1,2,3,4,5,6,7}
@attribute Education {13,9,6,8,10,11,12,4,3,7,14,1,5,15,2,0}
@attribute Marital-status {0,1,2,3,4,5,6}
@attribute Occupation {0,1,2,3,4,5,6,7,8,9,10,11,12,13}
@attribute Relationship {0,1,2,3,4,5}
@attribute Race {White,Asian-Pac-Islander,Amer-Indian-Eskimo,Other,Black}

@data
1,3103,0,40,0,1,46,0,13,0,4,2,White
1,0,0,30,0,0,50,0,8,0,6,2,White
1,0,0,48,0,1,46,1,8,0,1,2,White
0,0,0,35,0,0,20,0,9,2,8,1,White
0,0,0,38,0,0,66,0,5,4,2,5,White
1,0,0,50,0,0,48,0,9,0,1,2,White
1,0,0,40,0,0,23,0,13,2,3,1,White
1,0,0,38,0,1,45,1,10,0,5,2,White
1,0,0,40,0,0,20,0,6,2,6,3,White
0,0,0,40,0,0,28,0,9,2,3,3,White
1,0,0,40,13,1,36,0,13,0,2,2,Other
1,0,0,38,0,0,20,4,9,2,5,1,White
1,0,0,40,0,1,49,0,10,0,3,2,White
0,0,0,30,0,0,20,0,9,0,3,0,White
1,9386,0,70,5,1,68,2,11,0,3,2,White
1,0,0,40,0,1,64,0,14,0,5,2,White
0,0,0,19,0,0,17,0,6,2,3,1,White
1,0,0,40,0,0,27,0,9,2,7,1,White
1,0,0,42,0,1,51,0,9,1,1,3,White
1,0,0,65,0,1,35,1,8,0,10,2,White
0,0,0,40,0,0,25,0,13,2,5,3,White
1,0,0,40,11,0,36,0,2,2,2,3,Asian-Pac-Islander
1,0,0,40,0,0,35,0,8,1,4,3,White
0,0,1504,40,0,0,24,0,13,2,3,1,White
1,0,0,40,0,0,27,0,6,0,7,2,White
1,0,0,50,0,1,57,1,13,0,3,2,White
0,0,0,50,0,0,42,4,12,1,5,5,White
1,0,0,30,0,1,33,0,8,0,1,2,White
0,0,0,35,0,0,59,4,13,2,5,4,Black
1,0,0,40,0,1,30,0,13,2,3,1,White
1,0,0,40,0,0,47,4,8,0,4,2,White
1,0,0,50,0,1,50,4,9,0,4,2,Amer-Indian-Eskimo
0,0,0,40,0,0,25,0,13,2,4,1,White
1,0,0,20,0,0,17,0,4,2,9,1,Black
1,0,0,42,0,0,41,0,12,2,1,3,White
1,0,0,40,0,0,30,0,6,0,10,2,White
0,0,0,50,0,0,29,4,9,2,4,3,Black
1,0,0,40,0,0,53,4,8,0,4,2,White
1,0,0,40,0,0,38,0,9,1,2,3,White
1,0,0,45,0,1,53,0,9,0,3,2,White
1,0,0,45,0,0,37,0,8,1,3,5,White
1,0,0,60,0,1,32,0,9,0,10,2,White
1,0,2415,40,0,1,40,2,10,0,5,2,White
0,0,0,40,38,1,52,0,8,0,5,0,White
0,0,0,50,0,0,29,1,9,3,8,5,White
1,0,0,50,0,0,23,0,13,2,12,1,White
1,0,0,40,0,1,47,0,14,0,5,2,White
1,0,0,40,0,0,37,0,8,0,10,2,White
1,0,0,80,0,0,47,5,13,0,8,2,White
1,0,0,40,0,0,42,0,8,0,7,2,White
1,0,0,40,0,0,28,1,14,2,5,3,White
0,0,0,40,20,0,42,0,4,2,7,4,White
0,0,0,40,0,0,38,0,12,1,0,3,White
0,0,0,40,0,0,41,0,13,1,5,3,White
1,0,0,40,0,0,36,0,9,3,10,3,White
1,0,0,40,28,0,43,1,0,0,10,2,Black
0,0,0,35,10,0,45,2,13,0,2,4,Asian-Pac-Islander
1,0,0,45,29,0,64,5,1,0,9,2,Other
1,0,0,40,0,0,27,0,8,0,7,2,Black
1,0,0,50,0,0,35,0,8,0,1,2,White
0,0,0,40,11,0,37,0,14,2,5,3,Asian-Pac-Islander
1,0,1902,60,0,1,46,4,14,0,4,2,White
1,0,0,48,0,0,36,0,9,0,3,2,White
1,0,1902,45,0,1,40,0,8,0,1,2,White
1,0,0,40,0,0,30,0,8,1,7,1,White
1,0,0,48,0,0,38,0,8,2,9,3,White
1,0,0,51,0,1,50,1,8,0,1,2,White
0,991,0,29,0,0,68,0,9,4,8,3,White
0,0,0,28,27,0,47,0,8,0,2,4,Asian-Pac-Islander
1,0,0,40,0,1,43,0,8,3,1,3,White
1,0,0,45,0,0,35,0,13,2,4,3,White
1,0,0,40,0,1,57,0,8,0,3,2,White
0,0,0,40,0,0,34,0,8,1,8,5,Black
1,0,0,40,0,0,28,0,11,0,7,2,White
1,0,1902,55,0,1,62,2,13,0,4,2,White
1,0,1887,60,0,1,47,0,12,0,4,2,White
0,0,0,40,20,0,55,0,8,2,11,5,White
1,0,1902,70,0,0,49,0,6,0,10,2,White
0,0,0,18,0,0,55,0,8,0,8,0,White
1,0,0,40,0,1,43,0,9,0,1,2,White
1,0,0,40,0,0,48,3,5,2,1,3,Black
1,0,0,40,0,1,32,0,8,0,7,2,White
1,0,0,40,0,0,50,0,9,0,1,2,White
1,0,0,40,0,0,35,0,8,0,7,2,White
1,0,0,48,0,1,38,0,12,0,6,2,White
1,0,0,55,0,1,32,0,13,0,4,2,White
1,0,0,55,0,0,32,1,5,0,4,2,White
1,0,0,40,20,0,21,0,8,2,6,4,White
1,0,0,99,0,0,56,4,9,0,4,2,White
1,0,0,50,0,0,37,0,8,0,10,2,Black
1,0,0,40,31,0,34,1,4,0,1,2,Other
1,0,0,23,0,0,20,0,8,2,2,1,White
1,0,0,40,0,0,23,0,6,2,7,5,Other
0,0,0,80,0,0,26,5,10,2,5,3,White
1,0,0,55,0,1,48,0,13,0,4,2,White
0,0,0,40,0,1,41,0,13,0,5,0,White
1,0,0,40,0,0,23,0,8,3,7,3,White
1,0,0,40,0,0,29,0,8,2,10,5,White
1,0,0,55,0,1,37,0,14,0,4,2,White
1,0,0,40,0,0,29,5,5,2,1,5,White
1,0,0,40,0,0,39,0,13,0,10,2,White
1,0,0,30,0,1,46,0,13,0,3,2,White
1,2202,0,45,0,0,29,0,9,2,1,3,White
1,0,0,40,0,0,23,0,8,0,8,2,White
1,0,0,40,0,0,42,0,13,0,4,2,White
1,0,0,40,20,0,53,0,8,0,1,2,Other
1,0,0,60,0,1,39,1,14,2,3,3,White
1,0,0,40,0,0,26,0,6,1,6,3,White
1,6849,0,50,0,0,54,1,8,4,1,3,White
1,0,0,40,0,0,35,0,9,0,10,2,Asian-Pac-Islander
1,0,0,30,0,0,36,1,8,0,3,2,White
1,0,0,45,0,0,25,0,8,2,6,4,White
1,0,0,30,0,0,24,0,8,2,6,1,White
1,0,0,44,0,0,21,0,5,0,3,2,White
1,0,0,50,36,0,39,0,8,1,1,5,White
1,0,0,26,0,0,29,0,8,2,6,1,Asian-Pac-Islander
1,0,0,60,0,1,47,0,13,0,4,2,White
1,0,0,40,0,0,26,0,8,2,0,4,White
0,0,0,40,18,1,58,4,13,3,5,5,Black
1,0,2057,45,0,0,24,0,9,0,3,2,White
0,0,0,35,0,0,25,0,8,2,3,5,White
1,0,0,50,20,0,19,0,0,2,9,3,White
0,0,0,50,0,1,45,4,13,1,5,3,White
1,0,0,80,0,1,39,0,8,0,4,2,White
0,0,0,40,0,0,59,0,9,1,2,3,White
1,9386,0,4,0,1,70,0,14,0,3,2,White
0,0,0,40,0,0,25,4,9,2,8,1,White
1,0,0,34,0,0,33,0,9,2,2,3,White
1,0,0,50,0,1,36,0,9,0,5,2,White
1,0,0,45,0,1,39,0,14,0,5,2,White
1,0,0,40,0,0,50,4,9,1,12,3,White
1,0,0,40,20,0,34,0,2,0,6,2,White
1,0,0,40,0,0,58,0,8,1,3,3,White
1,0,0,40,0,1,55,4,13,0,5,2,White
1,0,0,50,0,1,36,0,13,1,5,3,White
1,0,0,50,0,0,36,1,13,2,3,3,White
1,15024,0,40,0,1,62,1,13,0,5,2,White
0,0,0,40,0,0,33,0,8,3,8,3,White
1,0,0,40,0,0,47,0,13,0,6,2,White
1,0,0,20,0,0,56,1,8,0,3,2,White
0,2580,0,18,0,0,45,4,14,0,5,0,White
1,0,0,50,0,0,39,0,9,0,0,2,White
0,3103,0,40,0,1,43,5,13,0,5,0,Black
1,0,0,55,0,1,34,0,8,0,1,2,White
1,5013,0,40,0,0,52,1,8,0,10,2,Black
1,0,0,50,0,0,41,1,8,0,4,2,White
1,0,2339,43,0,0,24,0,9,1,7,3,White
1,0,0,40,0,1,49,1,2,0,2,2,White
1,0,0,40,0,0,53,0,8,1,2,3,Black
1,0,0,40,0,0,31,0,13,0,4,2,White
1,0,0,40,0,0,22,0,9,2,6,3,White
1,0,0,50,0,1,35,0,11,0,4,2,White
1,0,0,40,0,0,33,0,4,0,7,2,White
0,0,0,30,0,0,53,0,8,1,8,3,White
1,0,0,40,0,0,30,5,13,0,12,2,Black
1,0,0,25,0,0,21,0,7,2,7,1,White
0,0,0,56,0,1,45,0,11,1,4,5,White
1,7688,0,45,0,1,58,4,14,0,5,2,Black
1,0,0,40,0,0,49,5,9,1,4,5,White
0,0,0,44,3,0,35,0,9,2,8,5,Other
0,0,0,40,24,0,35,0,8,5,10,4,White
1,0,0,67,0,0,54,0,13,0,3,2,White
1,0,0,40,0,0,45,1,8,0,4,2,White
1,0,0,30,0,0,50,0,13,0,5,2,White
1,2635,0,35,20,0,26,0,4,0,1,2,White
1,0,0,40,0,0,27,4,8,2,10,1,Black
0,0,0,40,0,0,52,4,9,4,0,5,White
0,0,0,18,0,0,73,0,3,4,7,3,White
0,0,0,45,0,0,37,4,13,2,5,3,White
0,0,0,40,0,0,29,0,9,2,3,1,White
1,0,0,45,0,0,39,0,8,0,6,2,White
1,0,0,42,0,1,49,0,14,0,5,2,White
0,0,0,38,0,0,42,0,13,1,4,5,White
1,0,0,25,0,0,57,0,9,1,6,4,White
1,0,0,45,0,1,37,0,8,0,1,2,White
0,0,0,44,0,0,48,0,8,1,7,5,White
1,0,0,25,0,0,19,0,8,2,6,1,White
1,0,0,40,20,0,47,0,1,4,7,5,White
0,0,0,17,0,0,37,0,8,2,2,4,Asian-Pac-Islander
1,0,0,60,0,0,58,1,9,0,3,2,White
1,0,0,40,0,1,33,0,8,0,3,2,White
0,0,0,36,0,0,31,0,8,2,5,1,White
0,0,0,35,0,0,22,0,8,2,3,1,White
1,0,0,45,0,1,48,0,13,0,3,2,White
1,0,0,40,0,0,37,0,9,3,7,3,Black
1,0,0,40,0,0,22,0,9,2,1,1,White
0,0,0,40,0,0,20,0,8,2,4,5,Black
1,99999,0,40,0,1,41,0,13,0,1,2,White
0,0,0,20,0,0,41,0,8,0,3,0,White
1,0,0,40,0,0,37,0,8,0,1,2,White
0,0,0,37,0,0,56,5,5,4,2,3,White
0,0,0,28,0,0,71,0,9,4,2,3,White
0,0,0,40,0,0,31,0,11,2,0,3,Asian-Pac-Islander
1,0,0,40,20,0,45,0,2,0,1,2,Other
1,0,0,20,0,0,55,0,8,1,12,3,White
1,0,0,40,0,0,32,0,8,0,6,2,White
1,0,0,20,0,0,18,0,8,2,6,1,White
1,2829,0,40,0,0,47,0,8,0,1,2,White
1,0,0,50,0,0,32,0,8,0,1,2,White
1,0,0,40,0,1,37,0,13,0,4,2,White
1,0,0,45,0,0,64,5,13,0,4,2,White
1,0,0,40,0,0,56,0,8,0,0,2,White
1,0,0,40,0,1,33,0,8,0,4,2,White
0,0,0,40,0,0,33,5,9,0,8,0,White
1,0,0,2,0,0,44,0,9,0,11,2,White
1,0,0,40,0,0,62,0,5,0,6,2,White
1,0,0,55,0,1,42,0,8,0,4,2,White
1,0,0,50,0,1,50,0,14,0,4,2,White
0,0,0,42,0,0,33,0,11,2,7,3,White
1,0,0,30,0,0,55,0,6,0,2,2,White
1,7298,0,53,0,1,45,0,13,0,4,2,White
0,15024,0,50,0,1,35,4,14,0,5,0,White
1,0,0,40,0,1,44,0,12,0,0,2,White
1,0,0,30,0,0,51,0,0,2,7,3,White
1,4865,0,40,0,0,30,0,8,2,10,3,White
0,3674,0,40,0,0,32,0,9,2,2,3,White
0,0,0,24,0,0,23,0,8,2,3,3,White
1,0,0,40,20,0,33,0,8,2,1,3,White
0,0,0,52,0,0,44,5,14,2,8,3,Black
1,0,0,40,0,0,34,3,9,1,4,3,Amer-Indian-Eskimo
1,0,0,70,0,0,45,1,8,0,9,2,White
1,99999,0,55,0,1,50,2,9,0,3,2,White
0,0,0,40,0,0,40,0,9,2,3,3,Black
1,15024,0,80,0,1,49,0,14,0,4,2,White
1,0,0,40,0,1,48,0,9,0,4,2,White
1,0,0,40,0,0,28,0,6,2,4,3,Black
0,0,0,40,0,0,21,0,8,1,7,4,Black
0,0,0,25,36,0,25,0,9,2,3,5,White
1,2829,0,50,0,0,40,0,8,0,10,2,White
1,0,0,50,0,1,31,0,8,0,1,2,White
1,0,1977,60,0,1,30,0,13,0,4,2,White
0,0,0,30,0,0,39,5,15,2,5,3,Black
0,7688,0,40,0,1,52,0,8,0,8,0,White
1,0,0,30,20,0,27,1,4,0,1,2,White
1,0,0,40,0,0,21,0,9,2,2,1,White
1,0,0,40,0,0,33,0,13,1,4,3,White
1,0,0,40,13,0,32,1,8,2,1,5,White
1,0,0,60,0,1,35,0,14,0,5,2,White
1,7688,0,40,0,1,40,4,14,0,5,2,White
1,0,0,40,0,0,71,0,2,0,4,2,White
1,0,0,45,0,1,29,0,8,0,1,2,White
0,0,0,40,0,0,48,0,9,1,5,5,White
1,0,0,50,0,0,42,0,14,1,3,3,White
0,0,0,35,0,0,23,0,11,2,3,1,White
1,0,0,7,0,1,69,0,13,0,5,2,White
1,0,0,45,0,0,42,0,8,1,1,5,Black
0,0,0,40,0,0,41,0,8,1,2,5,White
1,0,1741,70,0,0,37,0,9,1,10,3,White
1,0,0,20,0,0,23,5,7,2,2,3,White
1,0,0,55,37,0,40,2,14,0,5,2,Black
1,4386,0,84,0,1,60,0,13,0,5,2,White
1,0,0,40,0,0,28,0,8,2,5,1,White
1,0,0,40,0,0,25,0,13,0,10,2,White
1,0,0,40,0,0,53,1,13,0,1,2,White
0,0,0,40,0,0,52,4,12,2,8,3,Black
1,10520,0,80,0,1,33,1,12,1,1,3,White
1,0,0,20,0,0,19,0,6,2,2,1,White
0,0,0,40,0,0,19,0,9,2,8,3,White
1,0,0,60,0,1,39,2,8,0,4,2,White
1,0,0,70,20,0,39,0,1,0,6,2,White
0,0,0,40,0,0,28,0,8,5,8,1,White
1,0,0,38,0,1,42,5,14,0,5,2,White
1,0,0,30,0,1,61,1,8,0,4,2,White
0,0,0,23,0,0,17,0,6,2,3,1,White
0,0,0,20,0,0,65,0,9,4,7,3,White
1,15024,0,55,0,1,35,0,13,0,4,2,White
1,0,0,60,0,1,32,0,7,0,10,2,White
1,0,0,40,0,0,45,0,5,0,8,2,Black
1,0,653,40,0,0,30,1,6,1,3,5,White
1,0,0,50,0,1,57,0,13,0,4,2,White
0,0,0,38,0,0,40,0,13,1,7,5,White
1,0,0,40,0,1,57,4,14,0,4,2,White
0,0,0,20,0,0,21,0,9,2,2,1,White
1,0,0,40,27,0,29,0,13,2,5,3,Asian-Pac-Islander
1,0,0,50,0,0,44,1,13,0,9,2,White
1,0,0,40,0,1,32,0,6,0,1,2,White
1,0,0,40,0,1,48,0,9,0,2,2,Black
1,0,0,40,0,0,21,0,8,2,8,1,White
1,0,0,40,0,0,64,0,8,0,2,2,Black
0,0,2472,35,0,1,34,1,8,1,4,5,White
1,0,0,40,24,0,56,0,1,0,7,2,Black
0,0,0,40,0,0,39,0,9,2,8,3,White
0,0,0,40,0,0,62,0,8,0,8,0,White
1,6849,0,50,0,0,38,3,8,2,10,3,White
1,3137,0,40,0,0,44,1,13,0,4,2,White
1,0,0,1,0,0,39,0,6,1,9,5,White
0,0,0,45,0,0,22,0,8,2,2,3,White
1,0,0,4,0,0,22,3,9,2,10,1,White
1,1409,0,20,4,0,74,1,7,0,2,2,White
1,0,0,55,0,0,35,2,12,0,1,2,White
1,0,0,50,0,0,29,0,8,0,1,2,White
0,0,0,40,0,0,30,0,7,2,3,1,Black
1,0,0,50,0,0,46,0,5,1,10,3,White
1,0,0,32,0,0,46,0,13,0,4,2,White
1,0,0,40,0,0,36,0,9,0,1,2,White
1,0,0,66,0,0,34,0,9,1,10,3,White
1,7688,0,40,0,1,63,4,4,0,10,2,White
1,0,0,40,0,0,23,0,8,2,6,3,White
1,0,0,40,0,1,53,0,13,0,3,2,White
1,0,0,40,0,0,45,0,11,2,9,3,White
0,0,0,35,36,0,34,0,8,5,2,3,White
1,0,0,40,0,1,69,2,11,0,3,2,White
1,0,0,40,0,0,43,0,8,0,0,2,White
0,0,0,40,0,0,32,0,13,2,5,1,Black
1,0,0,55,15,0,26,0,9,2,12,3,Black
0,0,0,30,0,0,19,0,8,2,3,1,White
1,0,1977,60,0,1,45,0,14,0,4,2,White
1,0,0,40,0,0,61,4,9,1,1,5,White
0,0,0,40,0,0,32,0,8,2,8,3,Black
1,0,0,50,0,0,37,0,9,2,3,3,White
1,0,0,44,20,0,45,0,3,0,1,2,White
1,2463,0,15,0,0,29,0,13,1,5,3,White
0,0,0,20,0,0,24,0,13,2,8,1,White
1,0,0,40,0,1,44,0,13,0,4,2,White
1,15024,0,60,0,1,35,0,10,0,5,2,White
1,0,0,40,0,0,21,0,8,2,7,1,White
1,0,0,25,0,0,52,4,12,0,8,2,White
1,0,0,40,0,0,46,0,8,0,8,2,White
0,0,0,60,0,0,47,1,9,5,4,3,White
0,0,0,40,0,0,45,0,8,1,2,3,White
1,0,0,40,0,0,60,0,8,0,9,2,White
1,0,0,48,0,0,44,0,14,0,4,2,White
1,0,0,40,0,0,30,1,8,1,10,3,White
1,0,0,45,0,0,22,0,9,0,3,2,White
1,0,0,50,2,0,26,0,13,2,1,3,White
1,0,0,40,0,1,38,0,13,0,5,2,Asian-Pac-Islander
0,0,0,40,0,0,36,0,4,2,9,5,Black
0,0,0,20,0,0,54,1,14,1,0,3,White
0,0,0,32,0,1,36,0,13,0,0,0,White
1,0,0,40,0,0,24,0,13,2,8,3,White
1,0,0,45,0,0,44,0,12,0,0,2,White
0,0,0,20,0,0,28,0,6,2,6,1,White
1,0,0,50,0,0,31,1,9,0,1,2,White
1,3103,0,40,0,1,56,0,8,0,7,2,White
1,0,0,40,0,0,54,0,8,1,10,3,White
1,0,0,40,0,0,29,1,9,0,5,2,Amer-Indian-Eskimo
0,0,0,35,0,0,48,4,8,1,2,3,White
1,0,0,35,0,0,29,0,9,2,3,3,White
1,0,0,20,0,0,26,0,9,3,6,1,Black
1,0,0,50,0,1,60,1,9,0,9,2,White
1,0,0,15,0,0,70,2,13,0,3,2,White
0,0,0,60,0,0,28,0,8,2,3,3,White
0,0,0,38,0,0,22,0,6,2,9,1,White
1,0,0,40,0,0,59,0,8,0,1,2,White
1,0,0,35,0,0,18,0,6,0,2,2,White
1,0,0,40,0,0,37,3,8,1,6,5,White
0,0,0,55,0,0,26,1,12,1,2,5,White
1,0,0,40,0,0,50,0,14,0,0,2,White
0,0,0,30,0,0,26,0,11,1,10,5,White
1,0,0,50,0,1,28,0,8,0,7,2,White
1,0,0,50,0,0,48,0,9,0,4,2,White
0,0,0,40,0,1,55,0,8,3,8,3,White
0,0,0,40,0,0,45,0,8,1,6,5,Black
1,0,0,60,0,1,43,1,10,0,5,2,White
1,0,0,75,0,1,71,1,6,0,4,2,White
0,0,1340,40,0,0,40,0,9,2,4,3,White
1,0,0,40,0,0,23,0,5,0,6,2,White
1,0,0,60,0,0,54,1,9,0,4,2,White
1,0,0,40,0,1,35,0,9,0,0,2,White
1,0,0,40,0,0,40,0,8,0,7,2,Black
1,0,0,40,0,0,53,0,2,0,10,2,White
1,0,0,50,0,0,36,0,8,0,8,2,White
1,0,0,40,0,0,31,0,9,2,4,1,Black
0,0,0,40,0,0,22,0,5,2,3,5,Black
1,0,0,40,0,0,34,0,8,0,6,2,White
1,0,0,40,0,0,35,0,12,1,1,3,White
0,0,0,24,0,1,32,0,13,0,8,0,White
1,3103,0,40,0,1,32,0,9,0,1,2,White
0,0,0,30,0,0,23,0,8,2,3,3,White
1,0,0,20,0,0,24,0,8,2,6,4,White
1,0,0,40,0,0,49,0,5,0,1,2,White
1,0,0,55,0,0,35,0,13,2,8,3,Black
1,0,0,48,0,0,21,0,8,2,10,1,White
0,0,0,40,0,0,23,0,8,1,8,3,White
1,5178,0,40,0,1,36,0,13,0,4,2,White
0,0,0,40,0,0,52,0,5,4,7,5,Black
1,0,0,88,0,0,33,0,8,0,5,2,White
0,0,0,40,0,0,40,0,8,3,8,5,Black
1,0,0,40,0,0,29,0,8,3,1,3,White
0,0,0,40,0,0,52,0,8,1,8,3,White
1,0,0,40,0,0,31,0,9,2,2,3,White
0,0,0,10,0,1,41,1,14,0,4,0,White
1,0,0,40,0,1,54,0,14,0,5,2,Black
1,0,0,40,0,0,38,0,4,0,7,2,White
0,0,0,40,0,0,43,0,8,0,8,0,White
1,7298,0,60,0,1,32,0,6,0,10,2,White
1,0,0,40,13,0,38,0,9,0,7,2,Other
1,0,0,40,0,1,30,0,8,0,1,2,White
0,0,0,45,0,0,20,0,9,2,11,1,White
1,0,2057,40,20,0,40,0,3,0,6,2,White
1,0,0,40,0,0,33,0,9,0,1,2,White
0,0,0,40,0,0,57,0,8,3,2,5,Amer-Indian-Eskimo
1,0,1408,48,0,0,40,0,9,1,4,3,White
1,0,0,40,0,0,75,0,5,0,10,2,White
1,0,0,40,0,0,46,0,9,1,4,3,White
1,0,0,40,0,0,19,1,9,2,9,1,White
0,0,0,40,0,0,32,0,9,2,3,3,White
0,0,0,40,15,0,41,0,13,2,8,1,Asian-Pac-Islander
1,0,0,40,0,0,48,0,4,1,10,3,White
0,0,0,40,0,0,31,0,8,1,8,3,White
1,0,0,40,0,0,23,0,13,2,10,1,White
1,0,0,40,0,0,25,0,4,0,7,2,White
1,0,0,40,0,1,37,2,9,0,4,2,White
1,0,0,40,0,0,32,5,6,2,12,1,White
1,0,0,35,0,0,18,0,8,2,3,1,White
0,0,1564,30,0,1,25,0,13,2,0,3,White
0,0,0,40,0,0,26,0,9,2,8,3,White
0,0,0,45,0,0,45,3,13,2,4,3,White
1,7298,0,40,0,1,41,0,12,0,8,2,White
0,0,0,40,0,0,32,0,9,0,3,0,White
1,0,0,60,0,1,35,0,9,0,3,2,White
1,0,1485,50,0,0,37,0,9,0,0,2,White
1,0,0,40,3,0,23,0,6,2,10,3,White
1,0,0,20,0,0,18,0,8,2,6,1,White
1,0,0,40,0,0,57,0,8,0,0,2,White
0,0,0,40,0,0,57,0,11,4,8,4,White
1,0,0,40,0,0,42,0,9,0,1,2,White
1,0,0,25,0,0,17,0,5,2,2,3,White
1,0,0,45,0,0,35,0,14,0,4,2,White
0,0,0,20,0,0,23,0,9,2,8,1,White
1,0,0,45,0,0,30,5,9,2,12,3,Black
1,0,0,40,0,0,49,0,8,0,7,2,White
1,0,0,40,0,0,48,0,5,2,7,3,White
0,0,0,35,0,0,42,0,3,4,6,3,White
1,0,0,38,20,0,21,0,2,2,7,4,White
0,0,0,40,15,0,36,0,13,0,8,0,Asian-Pac-Islander
1,4386,0,40,0,1,50,3,8,0,4,2,White
1,0,0,20,0,0,22,0,8,2,10,1,White
1,0,0,45,0,0,37,0,12,0,1,2,White
1,0,0,50,0,0,22,0,13,2,4,3,White
1,0,0,40,0,0,54,4,9,0,4,2,White
0,0,0,52,0,0,35,0,8,5,2,5,White
1,0,0,20,0,0,71,1,13,0,3,2,White
1,0,0,60,0,1,45,0,9,0,3,2,White
1,0,0,20,0,0,76,0,8,0,3,2,White
1,4650,0,44,0,0,46,0,14,1,5,3,White
1,7688,0,42,0,1,41,0,8,0,1,2,White
1,0,0,60,0,0,38,1,9,2,1,1,White
1,0,0,50,0,1,39,0,8,0,10,2,White
0,0,0,46,0,1,53,5,14,2,5,3,White
1,0,0,45,0,0,54,0,8,1,6,3,White
0,0,0,40,0,0,33,0,12,1,5,5,White
1,0,0,48,0,0,63,3,9,0,8,2,White
0,0,0,40,0,0,47,0,8,0,8,0,White
1,0,0,40,0,0,39,0,8,2,1,1,White
0,0,0,40,0,0,26,0,14,2,5,3,White
0,0,0,40,0,0,24,0,8,2,1,5,White
1,0,0,40,0,1,59,4,8,0,12,2,White
1,0,0,40,0,0,26,4,5,2,6,1,Black
0,0,0,20,0,0,20,0,9,2,3,1,White
1,0,0,65,0,0,24,0,8,2,1,3,White
1,0,0,50,0,1,32,0,12,0,1,2,White
1,0,0,40,0,0,31,0,8,0,4,2,White
0,0,0,25,0,0,17,0,7,2,2,4,White
1,0,0,30,0,0,40,0,3,0,7,2,White
0,0,0,38,0,1,48,0,13,2,3,4,White
1,0,1977,44,0,1,60,2,5,0,4,2,White
1,0,0,40,0,1,48,0,12,0,1,2,White
1,0,0,20,0,0,54,1,8,1,5,3,White
0,0,0,40,0,0,44,0,12,1,4,5,White
0,0,0,65,0,1,47,0,8,2,3,3,White
1,15024,0,50,0,1,63,1,10,0,5,2,White
1,0,0,40,0,0,26,0,8,2,6,3,White
1,8614,0,40,0,1,33,0,13,2,3,3,White
0,0,0,32,0,0,36,5,9,3,5,5,White
1,0,0,30,0,1,74,1,11,0,4,2,White
0,0,0,40,0,0,45,0,9,1,8,5,White
1,0,0,44,0,1,28,0,8,0,1,2,White
1,0,0,20,0,1,66,1,13,0,5,2,White
1,15024,0,40,0,1,63,3,9,0,4,2,White
1,0,0,50,0,0,47,2,8,0,3,2,White
1,0,0,4,0,0,24,0,13,2,3,1,White
1,0,0,40,0,1,60,0,9,0,2,2,White
1,0,0,45,0,0,40,0,8,1,1,3,White
1,0,0,40,0,0,25,0,6,2,7,1,Black
1,0,1590,40,0,0,23,4,8,2,1,1,White
1,0,0,27,0,0,19,0,9,2,6,1,White
1,0,0,60,0,0,53,1,6,1,1,3,White
0,0,0,40,0,0,70,0,5,4,3,3,White
1,0,0,45,0,0,55,0,8,0,4,2,White
1,0,0,45,0,1,44,1,13,0,3,2,White
1,0,0,50,0,0,29,0,8,1,7,3,White
1,0,0,50,0,1,47,0,8,0,3,2,White
1,0,0,40,0,0,62,1,14,0,5,2,White
1,0,0,40,0,0,47,0,8,0,4,2,White
1,0,0,50,0,0,22,0,8,0,10,2,White
1,0,0,30,0,0,17,0,2,2,2,3,White
1,0,2057,70,0,0,32,4,11,0,4,2,White
1,0,0,10,0,0,33,0,12,0,0,2,Asian-Pac-Islander
1,0,0,50,0,0,27,0,13,2,1,3,White
1,0,0,40,0,0,46,0,14,2,4,5,White
1,7688,0,40,0,1,44,3,13,0,4,2,White
1,0,0,45,0,0,38,0,8,1,0,3,White
1,0,0,32,0,0,44,0,8,2,2,5,Black
0,0,0,40,0,0,30,3,9,3,5,3,White
0,0,0,40,0,0,23,0,9,2,8,4,Asian-Pac-Islander
1,0,1902,40,0,1,36,0,13,0,3,2,White
0,0,0,36,0,1,45,0,9,0,5,0,White
0,0,0,48,0,0,26,4,13,2,12,3,White
1,0,0,40,0,0,40,0,8,0,7,2,White
